赛事,主队,客队,主队进球,客队进球,亚盘水位,亚盘,赔率水位,胜,平,负,返还率
英超,诺维奇,维冈,2,1,1,平手/半球,0.925,2.3,3.4,3.1,95.10%
英超,巡游者,富勒姆,2,1,0.925,平手,1,2.62,3.2,2.7,93.90%
英超,斯托克,埃弗顿,1,1,0.85,受平手/半球,1.075,3.25,3.1,2.37,95.00%
德甲,勒沃,汉堡,3,0,0.825,半球/一球,1.1,1.61,4,5,93.40%
德甲,沙尔克,弗赖堡,1,3,0.85,半球/一球,1.075,1.61,4,5,93.40%
德甲,杜塞尔,汉诺威,2,1,0.825,受平手/半球,1.1,3,3.25,2.37,94.10%
德甲,美因茨,斯图加,3,1,0.95,平手/半球,0.975,2.25,3.4,3.1,94.20%
德甲,菲尔特,奥格斯,1,1,1.1,平手/半球,0.825,2.37,3.2,3,93.70%
德甲,沃尔夫,法兰克,0,2,1.05,半球,0.875,1.9,3.6,3.75,93.40%
意甲,乌迪内,巴勒莫,1,1,0.825,半球,1.1,1.72,3.5,5,93.70%
意甲,拉齐奥,国米,1,0,1.075,平手/半球,0.85,2.4,3.3,2.87,93.60%
西甲,塞维利,马拉加,0,2,1,半球,0.925,2,3.5,3.6,94.00%
德甲,拜仁,门兴,1,1,0.825,两球,1.1,1.16,7,15,93.30%
德乙,凯泽,亚伦,0,1,1.025,一球,0.825,1.57,3.8,6,93.70%
德乙,奥厄,科特布,3,0,1,平手/半球,0.85,2.4,3.25,2.9,93.50%
德乙,桑德豪,科隆,0,0,1,受半球,0.85,4.2,3.5,1.85,94.00%
法甲,雷恩,瓦朗谢,2,0,1.075,半球,0.825,2.1,3.25,3.6,94.20%
法乙,阿尔勒,图尔,2,2,1.025,平手/半球,0.825,2.3,3,3.4,94.10%
法乙,阿弗尔,勒芒,1,0,0.975,平手/半球,0.875,2.2,3.1,3.5,94.10%
法乙,阿雅GF,拉瓦勒,3,1,0.975,平手/半球,0.875,2.25,3,3.5,94.00%
法乙,摩纳哥,尼姆,1,1,0.925,半球/一球,0.925,1.66,3.5,5.5,93.50%
法乙,沙托鲁,克莱蒙,0,0,0.85,平手/半球,1,2.1,3.1,3.75,93.90%
法乙,昂热,欧塞尔,2,1,0.9,平手/半球,0.95,2.1,3.1,3.75,93.90%
荷乙,坎布尔,精英,3,2,0.825,半球/一球,1.025,1.61,4,5,93.40%
荷乙,鹿特丹,特尔斯,3,3,1.05,一球/球半,0.8,1.45,4.5,6.5,93.80%
荷乙,格拉夫,登博思,3,0,0.725,平手,1.15,2.37,3.4,2.87,93.90%
英超,曼城,曼联,2,3,0.8,平手/半球,1.15,2.15,3.4,3.5,95.70%
英超,埃弗顿,热刺,2,1,0.925,半球,1,1.9,3.6,4,94.90%
英超,西汉姆,利物浦,2,3,0.85,受平手/半球,1.075,3,3.25,2.4,94.50%
德甲,门兴,美因茨,2,0,1.075,平手/半球,0.85,2.4,3.25,2.9,93.50%
德甲,汉诺威,勒沃,3,2,0.95,受平手/半球,0.975,3,3.5,2.25,94.00%
意甲,锡耶纳,卡塔尼,1,3,1.025,平手/半球,0.9,2.3,3.1,3.25,93.90%
意甲,卡利亚,切沃,0,2,0.975,半球,0.95,1.9,3.25,4.33,93.90%
意甲,都灵,AC米兰,2,4,1.15,受平手/半球,0.8,3.75,3.2,2.05,93.70%
意甲,佩斯卡,热那亚,2,0,0.875,平手,1.05,2.6,3.25,2.7,94.10%
意甲,巴勒莫,尤文,0,1,0.9,受一球,1.025,6,3.8,1.57,93.70%
意甲,国米,那不勒,2,1,0.975,平手/半球,0.95,2.2,3.3,3.25,93.90%
西甲,毕尔巴,塞尔塔,1,0,1.075,半球,0.85,2,3.4,3.75,94.30%
西甲,马竞技,拉科鲁,6,0,0.875,球半/两球,1.05,1.2,6.5,13,94.00%
西甲,贝蒂斯,巴萨,1,2,0.95,受球半/两球,0.975,10,5.5,1.28,94.10%
英超,阿森纳,西布罗,2,0,0.975,一球,0.95,1.57,4,6,94.90%
英超,维拉,斯托克,0,0,0.875,平手,1.05,2.62,3.1,2.87,95.00%
英超,南安普,雷丁,1,0,0.875,半球,1.05,1.83,3.75,4.2,95.10%
英超,桑德兰,切尔西,1,3,1.175,受半球/一球,0.775,6,3.75,1.61,94.80%
英超,斯旺西,诺维奇,3,4,0.925,半球/一球,1,1.7,3.75,5,94.80%
英超,维冈,巡游者,2,2,0.875,平手/半球,1.05,2.2,3.6,3.1,94.80%
德甲,纽伦堡,杜塞尔,2,0,1.075,半球/一球,0.85,1.8,3.5,4.5,94.00%
德甲,多特,沃尔夫,2,3,1,球半/两球,0.925,1.28,5.5,10,94.10%
德甲,奥格斯,拜仁,0,2,1.05,受球半/两球,0.875,13,5.5,1.25,94.50%
德甲,弗赖堡,菲尔特,1,0,1.1,一球,0.825,1.57,3.8,6,93.70%
德甲,斯图加,沙尔克,3,1,0.9,受平手/半球,1.025,3.2,3.25,2.25,93.90%
德甲,法兰克,不来梅,4,1,0.825,平手,1.1,2.4,3.5,2.8,94.40%
意甲,亚特兰,帕尔马,2,1,1.075,平手/半球,0.85,2.3,3.2,3.2,94.40%
意甲,罗马,佛罗伦,4,2,1.15,半球,0.8,2,3.75,3.4,94.30%
欧联,年轻人,安郅,3,1,0.775,平手,1.1,2.4,3.4,2.8,93.60%
欧联,乌迪内,利物浦,0,1,1.05,受半球,0.8,4,3.75,1.83,94.10%
欧联,比尔森,马竞技,1,0,0.75,平手,1.125,2.4,3.3,2.87,93.60%
欧联,费内巴,门兴,0,3,0.95,平手/半球,0.9,2.3,3.2,3.2,94.40%
欧联,波尔多,纽卡斯,2,0,1,半球/一球,0.85,1.72,3.5,5,93.70%
欧联,斯图加,莫尔德,0,1,0.875,球半/两球,0.975,1.2,6.5,13,94.00%
欧联,那不勒,埃因霍,1,3,0.925,半球/一球,0.925,1.8,3.6,4.33,94.00%
欧联,国米,纳夫兹,2,2,0.925,一球/球半,0.925,1.36,4.5,9,93.60%
欧联,毕尔巴,布拉格,0,0,0.85,半球,1,1.85,3.6,4,93.60%
欧联,里昂,谢莫纳,2,0,1.025,一球/球半,0.825,1.4,4.75,7,93.70%
欧联,马里博,拉齐奥,1,4,0.8,受平手/半球,1.05,3,3.4,2.3,94.10%
欧联,热刺,帕纳辛,3,1,1,一球/球半,0.85,1.4,4.33,8.5,94.10%
欧联,勒沃,罗森博,1,0,1.1,一球/球半,0.775,1.53,4.33,5.5,93.80%
欧联,莱万特,汉诺威,2,2,1.125,平手/半球,0.75,2.4,3.3,2.87,93.60%
英超,诺维奇,桑德兰,2,1,1.075,半球,0.85,2,3.3,4,95.00%
德甲,霍芬海,不来梅,1,4,0.875,平手,1.05,2.5,3.5,2.62,93.70%
德甲,沃尔夫,汉堡,1,1,0.975,半球,0.95,1.9,3.6,3.75,93.40%
意甲,锡耶纳,罗马,1,3,1.05,受平手/半球,0.875,3.4,3.75,2,94.30%
意甲,博洛尼,亚特兰,2,1,1.05,平手/半球,0.875,2.37,3,3.25,94.10%
意甲,热那亚,切沃,2,4,1.05,平手/半球,0.875,2.25,3,3.5,94.00%
意甲,国米,巴勒莫,1,0,0.925,一球/球半,1,1.4,4.5,8,94.20%
意甲,拉齐奥,帕尔马,2,1,0.9,半球,1.025,1.83,3.4,4.5,94.10%
意甲,乌迪内,卡利亚,4,1,1,平手/半球,0.925,2.2,3.2,3.5,95.00%
意甲,佛罗伦,桑普多,2,2,0.975,一球,0.95,1.5,3.75,7.5,93.80%
西甲,塞尔塔,莱万特,1,1,0.875,半球,1.05,1.9,3.4,4,93.40%
西甲,马洛卡,萨拉戈,1,1,1,平手/半球,0.925,2.2,3.25,3.3,93.90%
西甲,拉科鲁,贝蒂斯,2,3,0.9,平手/半球,1.025,2.1,3.5,3.3,93.90%
法甲,特鲁瓦,雷恩,2,3,0.75,受平手/半球,1.175,3,3,2.5,93.80%
英超,阿森纳,斯旺西,0,2,1.05,一球/球半,0.875,1.44,4.5,7,94.40%
英超,富勒姆,热刺,0,3,0.825,受平手/半球,1.1,3,3.3,2.4,95.00%
英超,利物浦,南安普,1,0,1.025,球半,0.9,1.36,4.75,9,94.60%
英超,曼城,埃弗顿,1,1,0.975,一球,0.95,1.57,4,6,94.90%
英超,巡游者,维拉,1,1,1.025,半球,0.9,1.9,3.5,4.2,95.20%
英超,雷丁,曼联,3,4,0.875,受一球/球半,1.05,7,4.5,1.44,94.40%
英超,西布罗,斯托克,0,1,0.9,平手/半球,1.025,2.2,3.25,3.4,94.70%
德甲,勒沃,纽伦堡,1,0,1.05,一球,0.875,1.57,4.2,5.25,93.90%
德甲,奥格斯,弗赖堡,1,1,1.05,平手,0.875,2.8,3.3,2.5,94.30%
德甲,沙尔克,门兴,1,1,0.875,一球,1.05,1.5,4.33,6,94.00%
德甲,美因茨,汉诺威,2,1,1.075,半球,0.85,2,3.5,3.6,94.00%
德甲,菲尔特,斯图加,0,1,0.8,受平手/半球,1.15,2.87,3.4,2.37,93.90%
德甲,拜仁,多特,1,1,0.925,半球/一球,1,1.72,3.8,4.5,93.70%
西甲,巴萨,毕尔巴,5,1,0.875,两球半/三球,1.05,1.08,11,21,93.90%
英超,南安普,诺维奇,1,1,0.95,半球,0.975,1.95,3.6,3.75,94.60%
英超,斯托克,纽卡斯,2,1,0.85,平手/半球,1.075,2.1,3.25,3.75,95.20%
英超,斯旺西,西布罗,3,1,0.95,平手/半球,0.975,2.25,3.5,3.1,95.00%
英超,切尔西,富勒姆,0,0,0.925,一球/球半,1,1.4,4.75,7.5,94.50%
英超,埃弗顿,阿森纳,1,1,1.075,平手/半球,0.85,2.4,3.4,2.87,94.40%
英超,曼联,西汉姆,1,0,0.925,球半/两球,1,1.22,6.5,12,94.60%
英超,热刺,利物浦,2,1,0.85,平手,1.075,2.5,3.25,2.87,94.70%
英超,维冈,曼城,0,2,0.95,受一球/球半,0.975,7,4.5,1.44,94.40%
英冠,布莱克,博尔顿,1,2,1.075,平手/半球,0.825,2.3,3.5,2.87,93.60%
德甲,纽伦堡,霍芬海,4,2,1.05,平手/半球,0.875,2.3,3.4,3,94.10%
德甲,门兴,沃尔夫,2,0,0.95,平手/半球,0.975,2.25,3.4,3.1,94.20%
德甲,弗赖堡,拜仁,0,2,0.925,受一球/球半,1,7,4.75,1.4,93.70%
德甲,斯图加,奥格斯,2,1,1.075,一球,0.85,1.61,4,5,93.40%
德甲,不来梅,勒沃,1,4,1.025,平手,0.9,2.7,3.4,2.5,93.90%
英超,桑德兰,巡游者,0,0,1.025,平手/半球,0.9,2.3,3.25,3.1,93.90%
英超,维拉,雷丁,1,0,1.05,半球,0.875,2,3.5,3.75,95.00%
英冠,布莱浦,伯明翰,1,1,1,半球,0.9,2,3.6,3.5,94.00%
英冠,查尔顿,彼特堡,2,0,0.875,半球,1.025,1.8,3.6,4.33,94.00%
英冠,德比郡,加的夫,1,1,0.925,平手,0.975,2.62,3.3,2.6,93.50%
英冠,赫尔城,水晶宫,0,0,0.95,平手/半球,0.95,2.2,3.3,3.25,93.90%
英冠,伊普斯,诺丁汉,3,1,0.85,受平手/半球,1.05,2.8,3.4,2.4,93.60%
英冠,利兹,莱切城,1,0,0.85,受半球,1.05,3.5,3.4,2.05,93.70%
英冠,米德尔,哈德斯,3,0,1,半球/一球,0.9,1.8,3.6,4.33,94.00%
英冠,狼队,米尔沃,0,1,1.1,平手/半球,0.8,2.37,3.4,2.87,93.90%
德甲,多特,杜塞尔,1,1,0.875,两球/两球半,1.05,1.12,8,19,93.40%
德甲,法兰克,美因茨,1,3,0.9,平手/半球,1.025,2.15,3.4,3.3,94.10%
德甲,汉堡,沙尔克,3,1,1.025,受半球,0.9,4.33,3.6,1.8,94.00%
德甲,汉诺威,菲尔特,2,0,1,半球,0.925,1.9,3.4,4,93.40%
英超,南安普,纽卡斯,2,0,0.825,平手/半球,1.1,2.05,3.6,3.5,95.10%
英超,切尔西,曼城,0,0,0.8,平手,1.15,2.5,3.4,2.8,95.10%
英超,热刺,西汉姆,3,1,1,半球/一球,0.925,1.7,3.75,5,94.80%
德甲,奥格斯,门兴,1,1,0.8,平手,1.15,2.4,3.25,2.9,93.50%
德甲,霍芬海,勒沃,1,2,0.875,受平手/半球,1.05,2.9,3.5,2.3,93.90%
意甲,切沃,锡耶纳,0,0,0.975,平手/半球,0.95,2.3,3,3.4,94.10%
意甲,亚特兰,热那亚,0,1,1.075,半球/一球,0.85,1.75,3.5,4.75,93.70%
意甲,都灵,佛罗伦,2,2,0.825,受平手/半球,1.1,3,3,2.5,93.80%
意甲,佩斯卡,罗马,0,1,1.075,受一球,0.85,5.25,4.5,1.53,93.80%
意甲,桑普多,博洛尼,1,0,1.05,平手/半球,0.875,2.3,3.1,3.25,93.90%
意甲,AC米兰,尤文,1,0,1.05,受平手/半球,0.875,3.3,3.25,2.2,93.90%
西甲,毕尔巴,拉科鲁,1,1,1.05,一球,0.875,1.61,4,5,93.40%
西甲,马竞技,塞维利,4,0,1.075,一球,0.85,1.57,3.8,6,93.70%
西甲,莱万特,巴萨,0,4,0.975,受球半/两球,0.95,11,6,1.25,94.60%
英超,埃弗顿,诺维奇,1,1,1.075,一球/球半,0.85,1.44,4.5,7,94.40%
英超,曼联,巡游者,3,1,0.85,两球,1.075,1.16,7.5,15,94.20%
英超,斯托克,富勒姆,1,0,0.9,平手/半球,1.025,2.2,3.25,3.4,94.70%
英超,维冈,雷丁,3,2,0.925,半球,1,1.9,3.6,4,94.90%
英超,维拉,阿森纳,0,0,0.825,受半球/一球,1.1,4.5,3.6,1.8,94.70%
德甲,拜仁,汉诺威,5,0,0.95,两球/两球半,0.975,1.14,8,15,93.60%
德甲,沙尔克,法兰克,1,1,1,一球,0.925,1.57,4.33,5,93.60%
德甲,美因茨,多特,1,2,1.05,受半球/一球,0.875,5,3.8,1.66,93.80%
德甲,菲尔特,纽伦堡,0,0,0.95,平手,0.975,2.62,3.3,2.6,93.50%
德甲,沃尔夫,不来梅,1,1,0.825,平手,1.1,2.37,3.5,2.8,93.90%
西甲,巴列卡,马洛卡,2,0,1.075,平手/半球,0.85,2.25,3.4,3.1,94.20%
西甲,巴利亚,格拉纳,1,0,1.05,半球,0.875,1.9,3.5,4,94.20%
西甲,马拉加,巴伦西,4,0,0.9,平手/半球,1.025,2.1,3.3,3.5,93.90%
西甲,贝蒂斯,皇马,1,0,1,受球半/两球,0.925,11,6,1.25,94.60%
德甲,杜塞尔,汉堡,2,0,0.775,受平手/半球,1.15,3,3.25,2.37,94.10%
德乙,科隆,波鸿,3,1,0.825,半球/一球,1.025,1.66,3.75,5,93.50%
德乙,帕德博,德累斯,2,2,0.825,半球,1.025,1.75,3.8,4.33,93.80%
德乙,雷根堡,亚伦,1,3,0.725,平手,1.15,2.4,3.3,2.87,93.60%
法乙,尼奥尔,沙托鲁,2,2,0.9,平手/半球,0.95,2.2,3,3.6,93.80%
法乙,伊斯特,阿尔勒,0,1,0.95,半球,0.9,1.9,3.2,4.33,93.50%
法乙,尼姆,朗斯,1,2,0.95,平手/半球,0.9,2.25,3.2,3.25,93.90%
法乙,色当,阿弗尔,1,2,0.875,平手/半球,0.975,2.2,3,3.6,93.80%
法乙,勒芒,甘冈,0,2,0.8,平手,1.05,2.5,3.1,2.9,93.70%
法乙,卡昂,昂热,1,0,1.025,半球,0.825,2,3.2,4,94.10%
法乙,拉瓦勒,第戎,3,0,0.85,平手/半球,1,2.1,3.2,3.6,93.80%
法乙,图尔,阿雅GF,2,1,0.925,平手/半球,0.925,2.2,3,3.6,93.80%
荷乙,阿帕恩,海尔蒙,1,2,0.975,受平手/半球,0.875,3.2,3.6,2.1,93.80%
荷乙,格拉夫,福图纳,2,2,0.775,平手/半球,1.1,2.1,3.6,3.25,94.20%
英超,富勒姆,桑德兰,1,3,1.025,半球/一球,0.9,1.72,3.6,5,94.40%
德甲,不来梅,杜塞尔,2,1,1,一球/球半,0.925,1.44,4.33,7,93.60%
德甲,霍芬海,沃尔夫,1,3,1.025,平手/半球,0.9,2.25,3.4,3.1,94.20%
意甲,佛罗伦,亚特兰,4,1,1,半球/一球,0.925,1.66,3.5,5.5,93.50%
意甲,锡耶纳,佩斯卡,1,0,0.875,半球,1.05,1.8,3.4,4.6,93.70%
意甲,博洛尼,巴勒莫,3,0,0.9,平手/半球,1.025,2.2,3.2,3.4,94.20%
意甲,卡塔尼,切沃,2,1,0.8,半球,1.15,1.8,3.4,4.75,94.30%
意甲,国米,卡利亚,2,2,1.05,一球,0.875,1.53,3.8,6.5,93.40%
意甲,乌迪内,帕尔马,2,2,1.05,半球,0.875,2,3.4,3.75,94.30%
意甲,桑普多,热那亚,3,1,0.85,平手,1.075,2.6,3,2.9,94.10%
西甲,塞维利,贝蒂斯,5,1,0.925,半球/一球,1,1.7,3.75,5,94.80%
西甲,格拉纳,马竞技,0,1,0.825,受半球/一球,1.1,4.5,3.5,1.8,94.00%
西甲,塞尔塔,马洛卡,1,1,0.975,半球/一球,0.95,1.72,3.6,4.75,93.50%
西甲,赫塔费,巴利亚,2,1,1.075,半球,0.85,2,3.3,3.8,93.80%
英超,利物浦,维冈,3,0,1.075,一球/球半,0.85,1.44,4.33,7.5,94.50%
英超,曼城,维拉,5,0,1.025,两球,0.9,1.2,7,13,95.00%
英超,纽卡斯,斯旺西,1,2,0.85,平手/半球,1.075,2.1,3.3,3.6,94.60%
英超,雷丁,埃弗顿,2,1,0.9,受半球/一球,1.025,4.5,3.6,1.8,94.70%
英超,西布罗,切尔西,2,1,0.8,受半球,1.15,3.4,3.5,2.1,94.70%
英超,诺维奇,曼联,1,0,0.95,受一球,0.975,5.5,4.2,1.57,94.60%
德甲,纽伦堡,拜仁,1,1,0.875,受球半,1.05,10,5,1.3,93.50%
德甲,多特,菲尔特,3,1,0.95,两球,0.975,1.16,7,15,93.30%
德甲,门兴,斯图加,1,2,1.175,平手/半球,0.775,2.37,3.5,2.8,93.90%
德甲,汉堡,美因茨,1,0,0.975,平手/半球,0.95,2.25,3.5,3,94.00%
德甲,汉诺威,弗赖堡,1,2,1.15,半球,0.8,2,3.6,3.5,94.00%
德甲,勒沃,沙尔克,2,0,1,平手,0.925,2.62,3.5,2.5,93.70%
意甲,尤文,拉齐奥,0,0,0.825,一球,1.1,1.44,4.33,7,93.60%
意甲,那不勒,AC米兰,2,2,0.975,半球,0.95,1.9,3.6,3.75,93.40%
友谊赛,奥地利,科特迪,0,3,0.9,平手,0.95,2.62,3.3,2.6,93.50%
友谊赛,俄罗斯,美国,2,2,0.975,半球/一球,0.875,1.66,3.5,5.5,93.50%
友谊赛,捷克,斯洛伐,3,0,1,平手/半球,0.85,2.2,3.2,3.4,94.20%
友谊赛,保加利,乌克兰,0,1,0.8,平手,1.05,2.5,3.2,2.8,93.50%
友谊赛,沙特,阿根廷,0,0,1.15,受两球,0.725,15,8,1.14,93.60%
友谊赛,罗马尼,比利时,2,1,0.925,受平手/半球,0.925,3.3,3.25,2.2,93.90%
友谊赛,智利,塞尔维,1,3,1.025,半球,0.825,2,3.3,3.75,93.50%
友谊赛,荷兰,德国,0,0,0.925,平手,0.925,2.6,3.4,2.6,94.00%
友谊赛,瑞典,英格兰,4,2,0.975,平手/半球,0.875,2.37,3.25,3,94.10%
友谊赛,匈牙利,挪威,0,2,0.8,平手,1.05,2.4,3.3,2.87,93.60%
友谊赛,波兰,乌拉圭,1,3,0.775,平手,1.1,2.5,3.2,2.8,93.50%
友谊赛,爱尔兰,希腊,0,1,0.875,平手,0.975,2.5,3.2,2.8,93.50%
友谊赛,意大利,法国,1,2,0.8,平手,1.05,2.5,3.1,2.9,93.70%
友谊赛,巴拿马,西班牙,1,5,0.8,受两球,1.05,15,7,1.16,93.30%
英超,纽卡斯,西汉姆,0,1,1,半球,0.925,1.9,3.6,4,94.90%
英超,切尔西,利物浦,1,1,0.875,半球,1.05,1.83,3.6,4.33,94.80%
德甲,沃尔夫,勒沃,3,1,0.9,受平手/半球,1.025,3.1,3.5,2.2,94.10%
意甲,切沃,乌迪内,2,2,0.875,平手,1.05,2.6,3,2.87,93.80%
意甲,AC米兰,佛罗伦,1,3,1.1,半球,0.825,2.05,3.2,3.75,93.70%
意甲,帕尔马,锡耶纳,0,0,1,半球/一球,0.925,1.72,3.4,5.25,93.80%
意甲,都灵,博洛尼,1,0,1.025,半球,0.9,1.9,3.2,4.33,93.50%
意甲,热那亚,那不勒,2,4,0.975,受半球,0.95,4.2,3.3,1.9,93.70%
意甲,拉齐奥,罗马,3,2,1,平手,0.925,2.6,3.6,2.5,94.10%
意甲,亚特兰,国米,3,2,0.875,受平手/半球,1.05,3.25,3.1,2.3,93.90%
西甲,毕尔巴,塞维利,2,1,0.85,平手,1.075,2.4,3.4,2.8,93.60%
西甲,马竞技,赫塔费,2,0,0.825,一球/球半,1.1,1.36,4.75,8.5,94.00%
西甲,马洛卡,巴萨,2,4,1.025,受球半/两球,0.9,13,6,1.22,94.10%
西甲,莱万特,皇马,1,2,0.85,受球半,1.075,9,5,1.33,94.10%
英超,阿森纳,富勒姆,3,3,0.925,一球,1,1.57,4.2,6,96.00%
英超,埃弗顿,桑德兰,2,1,0.875,一球/球半,1.05,1.4,4.5,8.5,94.90%
英超,雷丁,诺维奇,0,0,0.95,平手/半球,0.975,2.25,3.5,3.1,95.00%
英超,南安普,斯旺西,1,1,1.15,平手/半球,0.8,2.5,3.4,2.8,95.10%
英超,斯托克,巡游者,1,0,1,半球,0.925,2,3.4,4,95.80%
英超,维冈,西布罗,1,2,0.9,平手/半球,1.025,2.2,3.3,3.4,95.10%
英超,维拉,曼联,2,3,0.95,受一球/球半,0.975,7,4.5,1.44,94.40%
德甲,奥格斯,多特,1,3,1.025,受一球,0.9,6,4.33,1.5,94.00%
德甲,拜仁,法兰克,2,0,0.95,两球/两球半,0.975,1.14,8,17,94.20%
德甲,沙尔克,不来梅,2,1,0.95,一球/球半,0.975,1.44,4.5,6.5,93.40%
德甲,杜塞尔,霍芬海,1,1,0.875,受平手/半球,1.05,3,3.4,2.3,94.10%
德甲,弗赖堡,汉堡,0,0,0.85,半球,1.075,1.83,3.6,4.2,94.10%
意甲,卡利亚,卡塔尼,0,0,0.825,平手/半球,1.1,2.1,3.2,3.6,93.80%
意甲,佩斯卡,尤文,1,6,1.025,受球半,0.9,12,4.75,1.3,94.10%
德甲,美因茨,纽伦堡,2,1,0.875,半球,1.05,1.75,3.5,4.75,93.70%
德乙,科隆,杜伊斯,0,0,1.05,半球/一球,0.8,1.72,3.75,4.5,93.40%
德乙,奥厄,不伦瑞,1,1,0.8,受半球,1.05,3.8,3.3,2,93.80%
德乙,桑德豪,赫塔,1,6,0.95,受一球,0.9,6,3.8,1.57,93.70%
法乙,阿尔勒,拉瓦勒,0,3,0.975,平手/半球,0.875,2.4,3,3.2,94.10%
法乙,阿弗尔,克莱蒙,1,3,0.875,半球,0.975,1.8,3.1,5.5,94.30%
法乙,阿雅GF,色当,1,1,1,半球,0.85,1.9,3.25,4.33,93.90%
法乙,第戎,尼姆,2,1,0.975,平手/半球,0.875,2.25,3.2,3.25,93.90%
法乙,甘冈,图尔,0,0,1.025,半球/一球,0.825,1.8,3.4,4.75,94.30%
法乙,伊斯特,勒芒,1,0,1.025,半球,0.825,2.1,3.25,3.6,94.20%
法乙,南特,沙托鲁,1,1,1.025,半球/一球,0.825,1.75,3.4,5,93.80%
法乙,昂热,尼奥尔,0,0,1.025,半球/一球,0.825,1.8,3.25,5,94.10%
荷乙,格拉夫,多德勒,3,4,0.925,平手/半球,0.925,2.1,3.75,3.1,93.90%
荷乙,鹿特丹,海尔蒙,2,0,0.85,半球,1,1.85,3.8,3.8,93.70%
欧联,安郅,利物浦,1,0,0.9,半球,0.95,1.83,3.5,4.33,94.10%
欧联,乌迪内,年轻人,2,3,1.05,一球,0.8,1.57,4,5.5,93.60%
欧联,马赛,门兴,2,2,0.975,半球,0.875,1.9,3.4,4,93.40%
欧联,布鲁日,纽卡斯,2,2,1,平手/半球,0.85,2.3,3.4,3,94.10%
欧联,波尔多,马里迪,1,0,1.1,一球/球半,0.775,1.4,4.33,8.5,94.10%
欧联,哥本哈,斯图加,0,2,0.95,受平手/半球,0.9,3.2,3.4,2.2,94.20%
欧联,索尔纳,埃因霍,1,0,0.925,受半球/一球,0.925,4.75,3.75,1.7,93.90%
欧联,里斯本,亨克,1,1,1,一球/球半,0.85,1.44,4.33,7,93.60%
欧联,贝游击,国米,1,3,0.85,受半球/一球,1,5,3.5,1.72,93.70%
欧联,毕尔巴,里昂,2,3,1,半球/一球,0.85,1.8,3.6,4.33,94.00%
欧联,拉齐奥,帕纳辛,3,0,0.9,半球/一球,0.95,1.7,3.4,5.5,94.00%
欧联,热刺,马里博,3,1,0.675,球半,1.25,1.22,6,13,94.10%
欧联,勒沃,快速,3,0,0.925,两球/两球半,0.925,1.16,7,15,93.30%
欧联,特温特,莱万特,0,0,0.95,半球/一球,0.9,1.7,3.75,4.75,93.90%
英超,利物浦,纽卡斯,1,1,0.975,一球,0.95,1.61,4,5.5,95.00%
德甲,勒沃,杜塞尔,3,2,0.925,球半,1,1.33,5,8.5,93.50%
德甲,不来梅,美因茨,2,1,1.1,半球,0.825,2.05,3.5,3.4,93.70%
意甲,佛罗伦,卡利亚,4,1,1.025,一球,0.9,1.53,3.75,7,94.10%
意甲,锡耶纳,热那亚,1,0,0.85,平手/半球,1.075,2.1,3.2,3.6,93.80%
意甲,博洛尼,乌迪内,1,1,1.1,平手/半球,0.825,2.4,3.2,3,94.10%
意甲,卡塔尼,拉齐奥,4,0,1.1,平手/半球,0.825,2.38,3.2,3,93.80%
意甲,那不勒,都灵,1,1,0.95,一球,0.975,1.5,3.9,7,93.80%
意甲,桑普多,亚特兰,1,2,1.025,平手/半球,0.9,2.3,3.1,3.25,93.90%
意甲,罗马,巴勒莫,4,1,1,一球,0.925,1.57,4.33,5,93.60%
西甲,拉科鲁,马洛卡,1,0,1.05,半球,0.875,2,3.3,3.8,93.80%
西甲,奥萨苏,巴利亚,0,1,0.9,平手/半球,1.025,2.25,3.2,3.25,93.90%
西甲,格拉纳,毕尔巴,1,2,0.875,平手,1.05,2.5,3.3,2.75,93.70%
西甲,塞维利,莱万特,0,0,0.8,一球,1.15,1.5,4,7,94.40%
英超,富勒姆,埃弗顿,2,2,0.975,平手,0.95,2.62,3.4,2.6,94.30%
英超,诺维奇,斯托克,1,0,1.1,平手/半球,0.825,2.37,3.25,3,94.10%
英超,桑德兰,维拉,0,1,1.05,半球,0.875,2.1,3.25,3.75,95.20%
英超,斯旺西,切尔西,1,1,1.05,受半球,0.875,4.33,3.6,1.83,94.80%
英超,热刺,维冈,0,1,0.9,一球,1.025,1.5,4.2,6.5,94.50%
英超,西汉姆,曼城,0,0,0.975,受半球/一球,0.95,4.33,4,1.72,94.10%
德甲,纽伦堡,沃尔夫,1,0,0.9,平手,1.025,2.6,3.3,2.62,93.50%
德甲,多特,斯图加,0,0,0.875,一球/球半,1.05,1.36,5,7.5,93.60%
德甲,门兴,弗赖堡,1,1,1.075,平手/半球,0.85,2.37,3.25,3,94.10%
德甲,汉诺威,奥格斯,2,0,0.9,半球,1.025,1.83,3.5,4.33,94.10%
德甲,霍芬海,沙尔克,3,2,0.875,受半球/一球,1.05,4,3.8,1.8,93.60%
德甲,汉堡,拜仁,0,3,0.95,受球半,0.975,8.5,5,1.33,93.50%
意甲,AC米兰,切沃,5,1,0.9,一球,1.025,1.5,4,7,94.40%
意甲,尤文,国米,1,3,1.025,一球,0.9,1.57,4,5.5,93.60%
德甲,法兰克,菲尔特,1,1,1.05,一球,0.875,1.57,4,5.5,93.60%
德乙,不伦瑞,桑德豪,2,1,1.025,球半,0.825,1.33,5,9,94.10%
